ID	Household_Size	Number_of_Vehicles	Income	Proximity_to_Public_Transportation	Presence_of_Children	Trips
779	4	2	83.738	2.2	1	4
780	2	1	67.24	3.2	0	1
781	3	1	73.588	0.3	1	3
782	3	3	77.177	0.4	1	4
783	5	0	80.518	0.5	1	4
784	1	1	84.774	0.7	0	2
785	3	1	69.23	0.8	1	3
786	2	0	74.38	1	1	3
787	4	1	77.835	1.2	1	4
788	2	2	81.241	1.4	0	3
789	3	1	86.017	1.7	1	3
790	3	1	70.633	2.3	1	3
791	5	2	75.122	3.3	1	3
792	2	0	78.491	0.3	0	3
793	3	1	82.005	0.4	1	4
794	2	2	87.645	0.6	0	4
795	4	1	71.759	0.7	1	4
796	2	1	75.829	0.8	0	2
797	4	2	79.152	1	1	4
798	3	1	82.829	1.2	1	3
799	6	1	90.29	1.4	1	5
800	1	3	64.278	1.8	0	2
801	3	0	72.905	2.3	1	3
802	2	1	76.645	3.5	0	1
803	4	2	79.962	0.3	1	4
804	2	1	83.933	0.4	0	3
805	3	1	67.719	0.6	1	3
806	3	2	73.752	0.7	1	4
807	5	1	77.309	0.8	1	4
808	2	1	80.66	1	0	3
809	3	3	85.003	1.2	1	4
810	2	0	69.543	1.5	0	2
811	4	1	74.532	1.8	1	3
812	2	1	77.966	2.4	0	2
813	3	0	81.39	3.7	1	2
814	3	1	86.302	0.3	1	4
815	5	2	70.875	0.4	1	5
816	1	1	75.266	0.6	0	2
817	3	1	78.622	0.7	1	3
818	2	2	82.165	0.9	1	3
819	4	0	88.053	1	1	3
820	2	1	71.963	1.2	0	2
821	3	2	75.967	1.5	1	3
822	3	0	79.285	1.9	1	3
823	5	1	83.003	2.5	1	3
824	2	2	91.159	4	0	1
825	3	1	65.286	0.3	1	3
826	2	1	73.081	0.5	0	3
827	4	2	76.779	0.6	1	4
828	2	0	80.099	0.7	0	2
829	4	1	84.134	0.9	1	4
830	3	2	68.147	1	1	3
831	7	1	73.912	1.3	1	5
832	1	1	77.441	1.5	0	2
833	3	2	80.803	1.9	1	3
834	2	1	85.24	2.5	0	2
835	4	1	69.837	4.3	1	2
836	2	3	74.682	0.3	0	3
837	3	0	78.097	0.5	1	3
838	2	1	81.541	0.6	0	3
839	5	1	86.605	0.7	1	4
840	2	0	71.108	0.9	0	2
841	3	1	75.408	1.1	1	3
842	2	2	78.754	1.3	1	3
843	4	1	82.326	1.6	1	4
844	2	1	88.504	1.9	1	3
845	3	2	72.161	2.6	1	3
846	3	0	76.104	4.8	1	0
847	5	1	79.419	0.1	1	5
848	1	2	83.181	0.3	0	3
849	3	1	92.352	0.5	1	4
850	2	1	66.061	0.6	0	3
851	4	2	73.253	0.8	1	4
852	2	1	76.912	0.9	0	3
853	3	1	80.238	1.1	1	4
854	3	3	84.341	1.3	1	4
855	5	0	68.538	1.6	1	3
856	2	1	74.07	2	0	2
857	3	2	77.572	2.7	1	3
858	2	1	80.947	0.2	0	3
859	4	1	85.487	0.4	1	4
860	2	2	70.115	0.5	0	3
861	4	1	74.83	0.6	1	4
862	3	1	78.228	0.8	1	3
863	6	3	81.693	0.9	1	5
864	1	0	86.927	1.1	0	2
865	3	1	71.332	1.3	1	3
866	2	1	75.55	1.6	0	3
867	4	0	78.886	2	1	3
868	2	1	82.491	2.8	0	2
869	3	2	89.011	0.2	1	4
870	3	1	72.354	0.4	1	4
871	5	1	76.24	0.5	1	4
872	2	2	79.554	0.6	0	3
873	3	0	83.362	0.8	1	3
874	2	1	94.395	0.9	1	3
875	4	2	60.38	1.1	1	4
876	2	1	72.579	1.3	0	3
877	4	1	76.403	1.6	1	3
878	3	2	79.716	2.1	1	3
879	6	1	83.585	2.9	1	4
880	2	1	66.811	0.2	0	3
881	3	3	73.456	0.4	1	4
882	2	0	77.071	0.5	0	2
883	4	1	80.405	0.7	1	4
884	2	2	84.597	0.8	1	3
885	3	1	68.965	0.9	1	3
886	3	1	74.257	1.1	1	3
887	5	2	77.73	1.4	1	5
888	2	1	81.122	1.7	0	2
889	3	1	85.799	2.2	1	3
890	2	3	70.431	3.1	1	2
891	4	0	75.006	0.2	1	3
892	2	1	78.386	0.4	0	3
893	4	1	81.879	0.5	1	4
894	3	0	87.344	0.7	1	3
895	7	1	71.592	0.8	1	5
896	1	2	75.718	1	0	2
897	3	1	79.045	1.2	1	3
898	2	1	82.692	1.4	0	3
899	4	2	89.724	1.7	1	4
900	2	0	63.14	2.2	0	2
901	3	1	72.762	3.2	1	2
902	2	2	76.538	0.3	1	3
903	4	1	79.852	0.4	1	4
904	2	1	83.777	0.5	0	3
905	3	2	67.341	0.7	1	4
906	2	1	73.621	0.8	0	2
907	4	1	77.203	1	1	4
908	2	2	80.546	1.2	0	3
909	3	0	84.819	1.4	1	3
910	3	1	69.294	1.8	1	3
911	5	2	74.411	2.3	1	4
912	1	1	77.861	3.4	0	1
913	3	1	81.27	0.3	1	4
914	2	2	86.073	0.4	0	4
915	4	1	70.682	0.6	1	3
916	2	1	75.151	0.7	0	3
917	3	3	78.517	0.8	1	4
918	3	0	82.037	1	1	3
919	5	1	87.724	1.2	1	4
920	2	1	71.8	1.4	0	3
921	3	0	75.857	1.8	1	2
922	2	1	79.179	2.3	0	2
923	4	2	82.864	3.5	1	3
924	2	1	90.447	0.3	0	3
925	4	1	64.506	0.4	1	3
926	3	2	72.941	0.6	1	4
927	6	0	76.672	0.7	1	5
928	1	1	79.989	0.8	0	3
929	3	2	83.973	1	1	4
930	2	1	67.808	1.2	1	3
931	4	1	73.784	1.5	1	3
932	2	2	77.335	1.8	0	3
933	3	1	80.688	2.4	1	2
934	3	1	85.049	3.8	1	2
935	5	3	69.603	0.3	1	5
936	2	0	74.562	0.4	0	2
937	3	1	77.992	0.6	1	3
938	2	2	81.42	0.7	1	3
939	4	1	86.361	0.9	1	3
940	2	1	70.922	1	0	3
941	3	2	75.295	1.2	1	3
942	3	1	78.649	1.5	1	3
943	6	1	82.197	1.9	1	5
944	1	3	88.139	2.5	0	2
945	3	0	72.003	4	1	1
946	2	1	75.994	0.3	1	3
947	4	2	79.312	0.5	1	4
948	2	0	83.038	0.6	1	3
949	3	1	91.364	0.7	1	4
950	3	2	65.456	0.9	1	3
951	5	1	73.116	1	1	4
952	2	1	76.805	1.3	0	2
953	3	2	80.127	1.5	1	4
954	2	0	84.175	1.9	0	2
955	4	1	68.228	2.6	1	3
956	2	2	73.944	4.4	0	1
957	4	1	77.467	0.3	1	4
958	3	1	80.832	0.5	1	3
959	7	2	85.289	0.6	1	5
960	1	1	69.894	0.7	0	2
961	3	1	74.712	0.9	1	3
962	2	3	78.123	1.1	0	3
963	4	0	81.571	1.3	1	3
964	2	1	86.667	1.6	0	2
965	3	2	71.154	2	1	3
966	3	1	75.437	2.6	1	2
967	5	1	78.781	4.8	1	2
968	2	2	82.359	0.1	0	3
969	3	1	88.6	0.4	1	4
970	2	1	72.2	0.5	1	3
971	4	3	76.131	0.6	1	4
972	2	0	79.446	0.8	1	3
973	3	1	83.217	0.9	1	4
974	3	1	92.659	1.1	1	4
975	5	0	66.197	1.3	1	3
976	1	1	73.287	1.6	0	2
977	3	2	76.939	2	1	3
978	2	1	80.266	2.7	0	2
979	4	1	84.383	0.2	1	4
980	2	2	68.612	0.4	0	3
981	3	0	74.102	0.5	1	3
982	3	1	77.599	0.6	1	3
983	5	2	80.976	0.8	1	4
984	2	0	85.538	0.9	0	3
985	3	1	70.169	1.1	1	3
986	2	2	74.86	1.3	0	2
987	4	1	78.254	1.6	1	4
988	2	1	81.724	2.1	0	2
989	4	2	86.994	2.8	1	3
990	3	0	71.376	0.2	1	3
991	6	1	75.578	0.4	1	5
992	1	2	78.913	0.5	0	3
993	3	1	82.524	0.6	1	3
994	2	1	89.121	0.8	1	3
995	4	2	72.392	0.9	1	4
996	2	1	76.268	1.1	0	3
997	3	1	79.581	1.3	1	3
998	3	3	83.399	1.7	1	4
999	5	0	95.088	2.1	1	4
1000	2	1	61.212	3	1	1
1001	3	1	72.616	0.2	1	3
1002	2	0	76.43	0.4	0	3
1003	4	1	79.743	0.5	1	4
1004	2	2	83.623	0.7	0	3
1005	4	1	66.923	0.8	1	4
1006	3	1	73.489	1	1	3
1007	6	2	77.098	1.1	1	5
1008	2	0	80.433	1.4	0	2
1009	3	1	84.641	1.7	1	3
1010	2	2	69.033	2.2	0	3
1011	4	1	74.288	3.1	1	3
1012	2	1	77.756	0.2	0	3
1013	3	2	81.152	0.4	1	4
1014	3	1	85.852	0.5	1	4
1015	5	1	70.482	0.7	1	4
1016	2	3	75.035	0.8	0	3
1017	3	0	78.412	1	1	3
1018	2	1	81.911	1.2	0	3
1019	4	2	87.418	1.4	1	4
1020	2	1	71.634	1.7	0	2
1021	4	1	75.746	2.2	1	3
1022	3	2	79.072	3.2	1	3
1023	8	1	82.726	0.3	1	5
1024	1	1	89.857	0.4	0	2
1025	3	3	63.468	0.5	1	4
1026	2	0	72.798	0.7	0	2
1027	4	1	76.565	0.8	1	4
1028	2	1	79.88	1	1	3
1029	3	0	83.816	1.2	1	3
1030	2	1	67.438	1.4	0	3
1031	4	2	73.654	1.8	1	3
1032	2	1	77.23	2.3	1	2
1033	3	1	80.575	3.4	1	2
1034	2	2	84.865	0.3	0	3
1035	4	0	69.358	0.4	1	3
1036	2	1	74.441	0.6	0	3
1037	3	2	77.887	0.7	1	4
1038	3	1	81.3	0.8	1	3
1039	5	1	86.129	1	1	5
1040	1	2	70.731	1.2	0	2
1041	3	1	75.18	1.4	1	3
1042	2	1	78.543	1.8	1	3
1043	4	3	82.069	2.3	1	4
1044	2	0	87.804	3.6	0	1
1045	3	1	71.841	0.3	1	3
1046	3	2	75.884	0.4	1	4
1047	5	1	79.205	0.6	1	4
1048	2	1	82.898	0.7	0	3
1049	3	2	90.611	0.8	1	4
1050	2	1	64.72	1	1	3
1051	4	1	72.976	1.2	1	4
1052	2	3	76.699	1.5	0	3
1053	4	0	80.017	1.8	1	4
1054	3	1	84.013	2.4	1	3
1055	6	1	67.895	3.8	1	3
1056	1	0	73.816	0.3	0	2
1057	3	1	77.362	0.5	1	4
1058	2	2	80.717	0.6	0	3
1059	4	1	85.096	0.7	1	4
1060	2	1	69.662	0.9	1	3
1061	3	2	74.592	1	1	4
1062	3	0	78.018	1.2	1	2
1063	5	1	81.45	1.5	1	4
1064	2	2	86.421	1.9	0	3
1065	3	0	70.969	2.5	1	2
1066	2	1	75.323	4.1	0	1
1067	4	2	78.675	0.3	1	4
1068	2	1	82.229	0.5	0	4
1069	3	1	88.228	0.6	1	3
1070	3	2	72.043	0.7	1	4
1071	5	0	76.022	0.9	1	4
1072	1	1	79.339	1	0	2
1073	3	2	83.074	1.3	1	3
1074	2	1	91.583	1.5	0	2
1075	4	1	65.617	1.9	1	3
1076	2	2	73.15	2.6	0	2
1077	3	1	76.832	4.4	1	2
1078	3	1	80.155	0.3	1	3
1079	5	3	84.216	0.5	1	5
1080	2	0	68.308	0.6	0	2
1081	3	1	73.976	0.7	1	3
1082	2	1	77.493	0.9	0	3
1083	4	0	80.86	1.1	1	3
1084	2	1	85.338	1.3	0	3
1085	4	2	69.95	1.6	1	4
1086	3	1	74.742	2	1	3
1087	6	1	78.149	2.6	1	4
1088	1	2	81.601	4.8	0	0
1089	3	0	86.731	0.1	1	4
1090	2	1	71.199	0.4	0	3
1091	4	2	75.465	0.5	1	4
1092	2	1	78.807	0.6	0	3
1093	3	1	82.392	0.8	1	4
1094	2	2	88.699	0.9	0	3
1095	4	1	72.239	1.1	1	3
1096	2	1	76.159	1.3	0	3
1097	3	3	79.473	1.6	1	4
1098	2	0	83.253	2	0	2
1099	4	1	93.002	2.7	1	3
1100	2	2	66.328	0.2	0	3
1101	3	1	73.321	0.4	1	3
1102	3	1	76.965	0.5	1	4
1103	5	2	80.293	0.6	1	5
1104	1	1	84.425	0.8	0	2
1105	3	1	68.685	0.9	1	3
1106	2	3	74.133	1.1	0	3
1107	4	0	77.625	1.3	1	3
1108	2	1	81.005	1.6	1	3
1109	3	1	85.589	2.1	1	3
1110	3	0	70.223	2.9	1	2
1111	5	1	74.889	0.2	1	5
1112	2	2	78.281	0.4	0	3
1113	3	1	81.755	0.5	1	4
1114	2	1	87.062	0.6	0	3
1115	4	2	71.42	0.8	1	4
1116	2	0	75.606	0.9	0	2
1117	4	1	78.939	1.1	1	4
1118	3	2	82.558	1.4	1	4
1119	6	1	89.234	1.7	1	5
1120	1	1	72.43	2.1	0	2
1121	3	2	76.295	3	1	3
1122	2	1	79.608	0.2	0	3
1123	4	1	83.436	0.4	1	4
1124	2	3	96.053	0.5	0	4
1125	3	0	61.838	0.7	1	3
1126	3	1	72.653	0.8	1	3
1127	5	2	76.457	1	1	4
1128	2	1	79.77	1.1	0	3
1129	3	1	83.661	1.4	1	3
1130	2	2	67.032	1.7	1	3
1131	4	1	73.522	2.2	1	4
1132	2	1	77.124	3.1	0	2
1133	3	3	80.462	0.2	1	4
1134	3	0	84.685	0.4	1	3
1135	6	1	69.1	0.5	1	5
1136	2	1	74.319	0.7	0	3
1137	3	0	77.782	0.8	1	3
1138	2	1	81.181	1	1	3
1139	4	2	85.907	1.2	1	5
1140	2	1	70.533	1.4	1	3
1141	3	1	75.064	1.7	1	3
1142	3	2	78.438	2.2	1	3
1143	5	0	81.942	3.2	1	3
1144	2	1	87.492	0.3	0	3
1145	3	2	71.676	0.4	1	3
1146	2	1	75.773	0.5	0	3
1147	4	1	79.099	0.7	1	4
1148	2	2	82.76	0.8	0	3
1149	4	1	89.995	1	1	4
1150	3	1	63.762	1.2	1	3
1151	7	2	72.834	1.4	1	5
1152	1	0	76.592	1.8	0	2
1153	3	1	79.907	2.3	1	3
1154	2	2	83.855	3.4	1	2
1155	4	1	67.534	0.3	1	4
1156	2	1	73.687	0.4	0	3
1157	3	2	77.256	0.6	1	4
1158	2	1	80.603	0.7	0	3
1159	4	1	84.91	0.8	1	4
1160	2	3	69.42	1	0	3
1161	3	0	74.472	1.2	1	3
1162	2	1	77.913	1.4	0	2
1163	4	1	81.33	1.8	1	3
1164	2	0	86.186	2.3	0	2
1165	3	1	70.779	3.6	1	2
1166	3	2	75.209	0.3	1	4
1167	5	1	78.57	0.4	1	5
1168	1	1	82.101	0.6	0	2
1169	3	2	87.885	0.7	1	4
1170	2	0	71.882	0.8	0	2
1171	4	1	75.912	1	1	4
1172	2	2	79.232	1.2	0	3
1173	3	1	82.933	1.5	1	3
1174	3	1	90.784	1.8	1	3
1175	5	2	64.92	2.4	1	4
1176	2	1	73.011	3.8	0	1
1177	3	1	76.725	0.3	1	4
1178	2	3	80.044	0.5	0	3
1179	4	0	84.053	0.6	1	3
1180	2	1	67.981	0.7	0	3
1181	4	2	73.848	0.9	1	4
1182	3	1	77.388	1	1	4
1183	6	1	80.745	1.2	1	5
1184	1	2	85.144	1.5	0	2
1185	3	1	69.721	1.9	1	3
1186	2	1	74.622	2.5	0	2
1187	4	3	78.045	4.1	1	2
1188	2	0	81.48	0.3	1	3
1189	3	1	86.482	0.5	1	4
1190	3	2	71.016	0.6	1	4
1191	5	0	75.352	0.7	1	4
1192	2	1	78.701	0.9	0	3
1193	3	2	82.261	1.1	1	3
1194	2	1	88.318	1.3	0	3
1195	4	1	72.082	1.5	1	4
1196	2	2	76.049	1.9	1	3
1197	3	0	79.366	2.6	1	2
1198	3	1	83.109	4.4	1	1
1199	5	2	91.819	0.3	1	5
1200	1	1	65.771	0.5	0	2
1201	3	1	73.185	0.6	1	3
1202	2	2	76.859	0.7	0	3
1203	4	1	80.182	0.9	1	4
1204	2	1	84.257	1.1	0	3
1205	3	3	68.386	1.3	1	3
1206	3	0	74.007	1.6	1	3
1207	5	1	77.52	2	1	3
1208	2	2	80.889	2.7	0	2
1209	3	1	85.387	4.9	1	1
1210	2	1	70.006	0.2	0	3
1211	4	2	74.771	0.4	1	4
1212	2	1	78.176	0.5	0	3
1213	4	1	81.632	0.6	1	4
1214	3	3	86.795	0.8	1	4
1215	7	0	71.244	0.9	1	5
1216	1	1	75.493	1.1	0	2
1217	3	1	78.834	1.3	1	3
1218	2	0	82.425	1.6	0	2
1219	4	1	88.801	2	1	3
1220	2	2	72.277	2.8	0	2
1221	3	1	76.186	0.2	1	3
1222	3	1	79.5	0.4	1	3
1223	5	2	83.289	0.5	1	5
1224	2	0	93.393	0.6	0	3
1225	3	1	66.455	0.8	1	3
1226	2	2	73.355	0.9	0	3
1227	4	0	76.992	1.1	1	3
1228	2	1	80.321	1.3	0	3
1229	3	2	84.468	1.6	1	4
1230	3	1	68.757	2.1	1	3
1231	5	1	74.164	2.9	1	3
1232	1	2	77.651	0.2	0	3
1233	3	0	81.035	0.4	1	3
1234	2	1	85.641	0.5	1	3
1235	4	2	70.276	0.6	1	4
1236	2	1	74.919	0.8	0	3
1237	3	1	78.307	0.9	1	3
1238	3	2	81.786	1.1	1	4
1239	5	1	87.131	1.4	1	4
1240	2	1	71.463	1.7	0	2
1241	3	3	75.634	2.1	1	3
1242	2	0	78.966	3	0	1
1243	4	1	82.591	0.2	1	4
1244	2	1	89.351	0.4	0	3
1245	4	0	72.467	0.5	1	4
1246	3	1	76.322	0.7	1	4
1247	6	2	79.635	0.8	1	5
1248	1	1	83.473	1	0	2
1249	3	1	97.721	1.1	1	4
1250	2	2	56.944	1.4	0	3
1251	4	0	72.512	1.7	1	3
1252	2	1	76.354	2.2	0	2
1253	3	2	79.667	3.1	1	3
1254	3	1	83.518	0.2	1	4
1255	5	1	66.602	0.4	1	4
1256	2	2	73.395	0.5	0	3
1257	3	1	77.024	0.7	1	3
1258	2	1	80.355	0.8	0	3
1259	4	3	84.519	1	1	4
1260	2	0	68.841	1.2	0	2
1261	4	1	74.202	1.4	1	4
1262	3	2	77.683	1.7	1	3
1263	6	1	81.07	2.2	1	4
1264	2	1	85.703	3.2	0	2
1265	3	2	70.338	0.3	1	4
1266	2	1	74.954	0.4	0	3
1267	4	1	78.338	0.5	1	4
1268	2	3	81.823	0.7	1	3
1269	3	0	87.215	0.8	1	3
1270	3	1	71.515	1	1	3
1271	5	1	75.667	1.2	1	4
1272	2	0	78.998	1.4	0	3
1273	3	1	82.632	1.8	1	3
1274	2	2	89.495	2.3	0	3
1275	4	1	62.434	3.4	1	3
1276	2	1	72.696	0.3	0	3
1277	4	2	76.489	0.4	1	4
1278	3	0	79.803	0.6	1	3
1279	7	1	83.707	0.7	1	5
1280	1	2	67.158	0.8	0	2
1281	3	1	73.562	1	1	4
1282	2	1	77.156	1.2	0	3
1283	4	2	80.495	1.5	1	4
1284	2	1	84.739	1.8	0	2
1285	3	1	69.179	2.4	1	3
1286	2	3	74.356	3.6	1	2
1287	4	0	77.814	0.3	1	3
1288	2	1	81.217	0.4	0	3
1289	3	2	85.972	0.6	1	4
1290	2	1	70.593	0.7	0	3
1291	4	1	75.099	0.9	1	4
1292	2	2	78.47	1	0	3
1293	3	1	81.98	1.2	1	3
1294	3	1	87.583	1.5	1	3
1295	5	3	71.726	1.8	1	4
1296	1	0	75.807	2.4	0	1
1297	3	1	79.131	3.8	1	2
1298	2	1	82.802	0.3	0	3
1299	4	0	90.169	0.5	1	4
1300	2	1	64.082	0.6	0	3
1301	3	2	72.877	0.7	1	3
1302	3	1	76.624	0.9	1	3
1303	5	1	79.94	1	1	5
1304	2	2	83.902	1.2	0	3
1305	3	0	67.646	1.5	1	3
1306	2	1	73.726	1.9	0	2
1307	4	2	77.288	2.5	1	3
1308	2	0	80.637	4.1	0	1
1309	4	1	84.966	0.3	1	4
1310	3	2	69.494	0.5	1	4
1311	6	1	74.508	0.6	1	5
1312	1	1	77.945	0.7	0	2
1313	3	2	81.366	0.9	1	4
1314	2	0	86.256	1.1	0	2
1315	4	1	70.837	1.3	1	3
1316	2	2	75.243	1.5	0	3
1317	3	1	78.601	1.9	1	3
1318	3	1	82.139	2.6	1	3
1319	5	2	87.985	4.5	1	3
1320	2	1	71.931	0.3	0	3
1321	3	1	75.945	0.5	1	3
1322	2	3	79.264	0.6	0	3
1323	4	0	82.975	0.7	1	3
1324	2	1	91.004	0.9	0	3
1325	3	1	65.145	1.1	1	3
1326	3	0	73.053	1.3	1	3
1327	5	1	76.757	1.6	1	4
1328	1	2	80.077	2	0	2
1329	3	1	84.102	2.7	1	3
1330	2	1	68.082	4.9	0	0
1331	4	2	73.887	0.1	1	4
1332	2	0	77.42	0.3	0	3
1333	3	1	80.78	0.5	1	3
1334	3	2	85.201	0.6	1	4
1335	5	1	69.791	0.7	1	4
1336	2	1	74.658	0.9	0	3
1337	3	2	78.076	1.1	1	4
1338	2	1	81.516	1.3	0	3
1339	4	1	86.555	1.6	1	4
1340	2	3	71.071	2	0	3
1341	4	0	75.386	2.7	1	3
1342	3	1	78.733	0.2	1	4
1343	7	2	82.3	0.4	1	6
1344	1	1	88.428	0.5	0	2
1345	3	1	72.13	0.6	1	3
1346	2	2	76.082	0.8	0	3
1347	4	1	79.398	0.9	1	4
1348	2	1	83.152	1.1	0	3
1349	3	3	92.127	1.3	1	4
1350	2	0	65.948	1.6	0	2
1351	4	1	73.226	2	1	4
1352	2	2	76.891	2.8	0	2
1353	3	0	80.216	0.2	1	3
1354	2	1	84.307	0.4	0	3
1355	4	2	68.478	0.5	1	4
1356	2	1	74.045	0.6	0	3
1357	3	1	77.551	0.8	1	3
1358	3	2	80.924	0.9	1	4
1359	5	0	85.447	1.1	1	4
1360	1	1	70.072	1.3	0	2
1361	3	2	74.807	1.6	1	3
1362	2	1	78.207	2.1	0	2
1363	4	1	81.669	2.9	1	3
1364	2	2	86.874	0.2	0	3
1365	3	1	71.297	0.4	1	3
1366	3	1	75.527	0.5	1	3
1367	5	3	78.865	0.6	1	5
1368	2	0	82.465	0.8	0	3
1369	3	1	88.926	0.9	1	4
1370	2	2	72.323	1.1	1	4
1371	4	1	76.219	1.4	1	3
1372	2	1	79.532	1.7	0	2
1373	4	2	83.333	2.1	1	4
1374	3	1	93.948	3	1	3
1375	6	1	59.417	0.2	1	5
1376	1	3	72.549	0.4	0	3
1377	3	0	76.381	0.5	1	3
1378	2	1	79.694	0.7	0	3
1379	4	1	83.555	0.8	1	4
1380	2	0	66.72	1	1	2
1381	3	1	73.429	1.1	1	3
1382	3	2	77.05	1.4	1	3
1383	5	1	80.383	1.7	1	4
1384	2	1	84.563	2.2	0	2
1385	3	2	68.911	3.1	1	3
1386	2	0	74.233	0.2	0	3
1387	4	1	77.709	0.4	1	4
1388	2	2	81.099	0.5	1	3
1389	4	1	85.756	0.7	1	4
1390	3	1	70.39	0.8	1	3
1391	6	2	74.983	1	1	4
1392	2	1	78.365	1.2	0	3
1393	3	1	81.854	1.4	1	4
1394	2	2	87.286	1.7	0	3
1395	4	0	71.558	2.2	1	3
1396	2	1	75.695	3.3	0	2
1397	3	2	79.024	0.3	1	4
1398	3	1	82.665	0.4	1	4
1399	5	1	89.621	0.5	1	4
1400	2	2	62.848	0.7	0	3
1401	3	1	72.733	0.8	1	3
1402	2	1	76.516	1	0	2
1403	4	3	79.83	1.2	1	4
1404	2	0	83.746	1.4	0	2
1405	4	1	67.261	1.8	1	3
1406	3	1	73.595	2.3	1	3
1407	7	0	77.182	3.4	1	3
1408	1	1	80.524	0.3	0	3
1409	3	2	84.783	0.4	1	4
1410	2	1	69.243	0.6	0	3
1411	4	1	74.386	0.7	1	3
1412	2	2	77.84	0.8	0	3
1413	3	0	81.246	1	1	3
1414	2	1	86.028	1.2	0	3
1415	4	2	70.643	1.5	1	3
1416	2	1	75.128	1.8	0	2
1417	3	1	78.496	2.4	1	3
1418	2	2	82.012	3.6	0	1
1419	4	1	87.661	0.3	1	4
1420	2	1	71.768	0.4	0	3
1421	3	3	75.834	0.6	1	4
1422	3	0	79.157	0.7	1	3
1423	5	1	82.836	0.9	1	4
1424	1	2	90.32	1	0	3
1425	3	1	64.325	1.2	1	3
1426	2	1	72.912	1.5	0	2
1427	4	2	76.65	1.8	1	4
1428	2	1	79.967	2.4	0	2
1429	3	1	83.941	3.9	1	2
1430	3	3	67.737	0.3	1	4
1431	5	0	73.758	0.5	1	4
1432	2	1	77.314	0.6	0	3
1433	3	2	80.665	0.7	1	4
1434	2	0	85.012	0.9	0	2
1435	4	1	69.555	1	1	4
1436	2	2	74.538	1.2	0	2
1437	4	1	77.971	1.5	1	4
1438	3	1	81.396	1.9	1	3
1439	6	2	86.314	2.5	1	4
1440	1	0	70.885	4.1	0	0
1441	3	1	75.272	0.3	1	4
1442	2	2	78.628	0.5	0	3
1443	4	1	82.171	0.6	1	4
1444	2	1	88.07	0.7	0	3
1445	3	2	71.971	0.9	1	4
1446	3	1	75.972	1.1	1	3
1447	5	1	79.291	1.3	1	4
1448	2	3	83.01	1.5	0	3
1449	3	0	91.199	1.9	1	3
1450	2	1	65.321	2.6	0	2
1451	4	2	73.088	4.5	1	2
1452	2	1	76.784	0.1	0	3
1453	3	1	80.105	0.3	1	3
1454	3	2	84.142	0.5	1	4
1455	6	1	68.164	0.6	1	4
1456	1	1	73.919	0.7	0	3
1457	3	3	77.446	0.9	1	4
1458	2	0	80.809	1.1	0	2
1459	4	1	85.25	1.3	1	3
1460	2	1	69.848	1.6	0	2
1461	3	0	74.688	2	1	3
1462	3	1	78.102	2.7	1	3
1463	5	2	81.547	0.2	1	5
1464	2	1	86.617	0.4	0	3
1465	3	1	71.117	0.5	1	3
1466	2	2	75.414	0.6	0	3
1467	4	0	78.76	0.8	1	3
1468	2	1	82.333	0.9	0	3
1469	4	2	88.523	1.1	1	4
1470	3	0	72.169	1.3	1	3
1471	7	1	76.11	1.6	1	4
1472	1	2	79.425	2	0	2
1473	3	1	83.188	2.8	1	2
1474	2	1	92.411	0.2	0	3
1475	4	2	66.088	0.4	1	4
1476	2	0	73.26	0.5	0	2
1477	3	1	76.917	0.6	1	3
1478	3	2	80.243	0.8	1	4
1479	5	1	84.349	0.9	1	4
1480	2	1	68.553	1.1	0	3
1481	3	2	74.077	1.3	1	3
1482	2	1	77.578	1.6	0	2
1483	4	1	80.953	2.1	1	3
1484	2	3	85.497	2.9	0	2
1485	3	0	70.126	0.2	1	3
1486	3	1	74.836	0.4	1	3
1487	5	1	78.233	0.5	1	4
1488	1	0	81.699	0.6	0	2
1489	3	1	86.94	0.8	1	3
1490	2	2	71.341	0.9	0	3
1491	4	1	75.555	1.1	1	4
1492	2	1	78.892	1.4	0	3
1493	3	2	82.498	1.7	1	3
1494	3	0	89.033	2.1	1	3
1495	5	1	72.361	3	1	3
1496	2	2	76.246	0.2	1	3
1497	3	1	79.559	0.4	1	3
1498	2	1	83.369	0.5	0	3
1499	4	2	94.519	0.7	1	4
1500	2	1	60.57	0.8	0	2
1501	4	1	72.586	1	1	4
1502	3	3	76.408	1.1	1	4
1503	6	0	79.722	1.4	1	4
1504	1	1	83.593	1.7	0	2
1505	3	2	66.834	2.2	1	2
1506	2	1	73.462	3.1	0	2
1507	4	1	77.077	0.3	1	4
1508	2	2	80.411	0.4	0	3
1509	3	1	84.606	0.5	1	3
1510	3	1	68.979	0.7	1	3
1511	5	3	74.264	0.8	1	5
1512	2	0	77.735	1	0	2
1513	3	1	81.128	1.2	1	3
1514	2	1	85.809	1.4	0	2
1515	4	0	70.442	1.7	1	4
1516	2	1	75.012	2.2	0	2
1517	4	2	78.391	3.3	1	3
1518	3	1	81.886	0.3	1	4
1519	6	1	87.359	0.4	1	5
1520	2	2	71.6	0.5	1	3
1521	3	0	75.723	0.7	1	3
1522	2	1	79.051	0.8	0	3
1523	4	2	82.699	1	1	4
1524	2	1	89.75	1.2	0	2
1525	3	1	63.208	1.4	1	3
1526	3	2	72.769	1.8	1	3
1527	5	1	76.543	2.3	1	4
1528	2	1	79.858	3.4	0	1
1529	3	3	83.784	0.3	1	4
1530	2	0	67.36	0.4	0	2
